client_id,client_name,client_type,sector,sector_risk,country,pep_flag,sanctions_flag,fatf_country_flag,ofac_country_flag,sectoral_sanctions_flag,ownership_opacity_score
1865,Peters-Barnes,Financial Institution,Retail,Low,CH,0,0,0,0,0,0.0
1866,"Moore, Garrett and Thomas",NGO,Financial Services,Medium,FR,0,0,0,0,1,1.0
1867,Murray-Stephenson,Individual,Financial Services,Medium,SG,0,0,0,0,1,0.0
1868,"Gonzales, Booth and Powell",Individual,Real Estate,Medium,AF,0,0,0,0,0,0.0
1869,Lee-Harris,Individual,Tech,Low,SD,1,0,0,1,0,0.0
1870,Green LLC,Individual,Tech,Low,KP,0,0,1,1,0,0.0
1871,"Bruce, Johns and Rodriguez",Financial Institution,NGO/Charity,High,US,0,0,0,0,0,0.0
1872,"Nolan, Jordan and Walsh",Financial Institution,Casino/Gambling,High,NL,0,0,0,0,0,0.0
1873,"Alexander, Reynolds and Adkins",NGO,NGO/Charity,High,SY,0,0,0,1,0,0.0
1874,Daniels Inc,Individual,Energy/Oil,High,FR,0,0,0,0,1,0.0
1875,"Choi, Welch and Mitchell",Corporate,Financial Services,Medium,IR,1,0,1,1,1,0.0
1876,"Young, Alvarez and Zimmerman",Individual,Retail,Low,SD,0,0,0,1,0,0.0
1877,Smith-Wright,Individual,Crypto Exchange,High,VE,1,0,0,1,0,0.0
1878,Mckenzie-Humphrey,Corporate,Import/Export,Medium,JP,0,0,0,0,0,0.5
1879,Dixon-Butler,Corporate,Energy/Oil,High,AU,0,1,0,0,1,0.0
1880,Thompson-Jimenez,Individual,Consulting,Low,SG,0,0,0,0,0,0.0
1881,Rogers-Carson,Individual,Tech,Low,SD,0,0,0,1,0,0.0
1882,Ibarra-Christian,Individual,Crypto Exchange,High,DE,0,0,0,0,0,0.0
1883,"Coffey, Bailey and Jones",Corporate,Financial Services,Medium,VE,0,0,0,1,1,0.0
1884,"Cruz, Johnson and Mason",Corporate,Consulting,Low,IN,0,0,0,0,0,0.0
1885,Reynolds PLC,Financial Institution,Consulting,Low,US,0,0,0,0,0,0.0
1886,Richard PLC,NGO,Tech,Low,VE,0,0,0,1,0,0.5
1887,Rogers-Martin,Corporate,Real Estate,Medium,UK,0,0,0,0,0,0.0
1888,Ramos and Sons,Individual,Tech,Low,CH,0,0,0,0,0,0.0
1889,"Williams, Lara and Rodriguez",Individual,Real Estate,Medium,UK,0,0,0,0,0,0.0
1890,Jones-Martin,Financial Institution,NGO/Charity,High,CH,0,0,0,0,0,0.0
1891,Ho-Ramirez,Individual,Import/Export,Medium,CN,0,0,0,0,0,0.0
1892,"Lambert, Jackson and Wright",Corporate,Financial Services,Medium,SD,0,0,0,1,1,0.0
1893,Ford-Clay,Financial Institution,NGO/Charity,High,LB,0,0,0,0,0,0.0
1894,"Haynes, Holland and Ayala",Corporate,Retail,Low,SY,0,0,0,1,0,0.0
1895,Robinson-Foster,Financial Institution,Consulting,Low,AU,0,0,0,0,0,0.0
1896,"Stephens, Hoffman and Patterson",NGO,Energy/Oil,High,FR,0,0,0,0,1,0.0
1897,Cain LLC,NGO,NGO/Charity,High,US,0,0,0,0,0,0.0
1898,Villanueva-Lucero,Corporate,Defense/Arms,High,AF,0,0,0,0,1,0.0
1899,West Ltd,Corporate,Financial Services,Medium,AF,1,0,0,0,1,0.0
1900,Henderson PLC,Financial Institution,Import/Export,Medium,NL,0,0,0,0,0,0.0
1901,Williams-Rodriguez,NGO,Consulting,Low,SG,0,0,0,0,0,1.0
1902,Franklin Inc,Financial Institution,Defense/Arms,High,SY,0,0,0,1,1,0.0
1903,Nunez Ltd,Corporate,Defense/Arms,High,CH,0,0,0,0,1,0.5
1904,Tran-Fletcher,Individual,Retail,Low,CH,0,0,0,0,0,0.0
1905,Martinez-Cooper,NGO,Tech,Low,NL,0,0,0,0,0,0.0
1906,Thompson Group,Corporate,Real Estate,Medium,CH,0,0,0,0,0,0.0
1907,"Cannon, Le and Chambers",NGO,Real Estate,Medium,CN,0,0,0,0,0,1.0
1908,Yates PLC,Financial Institution,Real Estate,Medium,KP,0,0,1,1,0,0.0
1909,"Wells, Myers and Young",Individual,Defense/Arms,High,CA,0,0,0,0,1,0.0
1910,Mcclain Group,NGO,Import/Export,Medium,CH,0,0,0,0,0,0.0
1911,Flowers-Davis,Individual,Real Estate,Medium,AF,0,0,0,0,0,0.0
1912,Hart Group,Corporate,NGO/Charity,High,SG,0,0,0,0,0,0.0
1913,"Harrison, Hall and Evans",NGO,NGO/Charity,High,RU,0,0,0,1,0,0.0
1914,Farmer-Wolf,Financial Institution,Financial Services,Medium,JP,0,0,0,0,1,0.0
1915,Kramer Inc,NGO,NGO/Charity,High,KP,0,0,1,1,0,0.5
1916,Barker and Sons,Corporate,Casino/Gambling,High,AU,0,0,0,0,0,1.0
1917,"Conner, Watson and Francis",Individual,Casino/Gambling,High,VE,0,0,0,1,0,0.0
1918,"Mayo, Lyons and Henry",Individual,Casino/Gambling,High,AF,0,0,0,0,0,0.0
1919,English LLC,Financial Institution,Consulting,Low,DE,0,0,0,0,0,0.0
1920,"Gamble, Hansen and Espinoza",Financial Institution,Financial Services,Medium,AF,0,0,0,0,1,0.0
1921,"Williams, Alvarado and Peterson",Corporate,Import/Export,Medium,KP,0,0,1,1,0,0.5
1922,Holloway-Logan,Financial Institution,NGO/Charity,High,AE,0,0,0,0,0,0.0
1923,"Bates, Rodriguez and Navarro",Corporate,Tech,Low,AF,0,0,0,0,0,0.0
1924,"Price, Reynolds and Cole",NGO,Import/Export,Medium,FR,0,0,0,0,0,0.0
1925,Bernard-Brandt,Financial Institution,Financial Services,Medium,AF,1,0,0,0,1,0.0
1926,"Cooper, Brown and Garcia",Financial Institution,Crypto Exchange,High,AU,0,0,0,0,0,0.0
1927,Ibarra-Brennan,Corporate,NGO/Charity,High,FR,0,0,0,0,0,0.0
1928,Meadows LLC,Individual,Crypto Exchange,High,SD,0,0,0,1,0,0.0
1929,"Cruz, Duffy and Carr",Individual,Financial Services,Medium,JP,0,0,0,0,1,0.0
1930,Steele Inc,Corporate,Retail,Low,FR,1,0,0,0,0,0.0
1931,Clarke LLC,Financial Institution,Casino/Gambling,High,SG,0,0,0,0,0,0.0
1932,Fields Group,Corporate,Consulting,Low,DE,0,0,0,0,0,0.5
1933,Romero-Horn,Financial Institution,Import/Export,Medium,IR,0,0,1,1,0,0.0
1934,"Coffey, Hudson and Gomez",Financial Institution,Defense/Arms,High,UK,0,0,0,0,1,0.0
1935,"Jennings, Rose and Sharp",Corporate,Import/Export,Medium,KP,0,0,1,1,0,0.0
1936,"Wilkins, Wells and Cunningham",Individual,Retail,Low,FR,0,0,0,0,0,0.0
1937,Donovan-Nelson,Financial Institution,Import/Export,Medium,CH,0,0,0,0,0,0.0
1938,Sandoval and Sons,NGO,Real Estate,Medium,IR,0,0,1,1,0,0.0
1939,"Miller, Barry and Quinn",NGO,Financial Services,Medium,SG,0,0,0,0,1,0.0
1940,Walsh-Smith,Individual,Import/Export,Medium,CA,0,0,0,0,0,0.0
1941,"Grimes, Johnson and Miller",Corporate,Tech,Low,KP,0,0,1,1,0,0.0
1942,Russo-Crawford,NGO,Energy/Oil,High,SY,0,0,0,1,1,0.0
1943,Johnson-Mclaughlin,Financial Institution,Energy/Oil,High,UK,0,0,0,0,1,0.0
1944,"Vasquez, Jackson and Robinson",Financial Institution,Defense/Arms,High,UK,1,0,0,0,1,0.0
1945,Mccoy-Hunt,Financial Institution,Crypto Exchange,High,VE,0,0,0,1,0,0.0
1946,Little and Sons,NGO,Defense/Arms,High,JP,0,0,0,0,1,0.0
1947,Campbell Inc,Individual,NGO/Charity,High,SG,1,0,0,0,0,0.0
1948,Hardy Group,Corporate,Import/Export,Medium,UK,0,0,0,0,0,0.0
1949,Stevenson-Davis,Financial Institution,Real Estate,Medium,IR,0,0,1,1,0,0.0
1950,Franco-Coleman,NGO,Import/Export,Medium,LB,0,0,0,0,0,1.0
1951,Smith-Price,NGO,Real Estate,Medium,RU,0,0,0,1,0,0.0
1952,Guerra-Brown,NGO,Crypto Exchange,High,UK,0,0,0,0,0,0.0
1953,Benton-Frank,Financial Institution,Casino/Gambling,High,DE,0,0,0,0,0,0.0
1954,"Wallace, Mcgrath and Patrick",Individual,Real Estate,Medium,US,0,0,0,0,0,0.0
1955,"Graves, Lewis and Ruiz",Individual,Financial Services,Medium,LB,0,0,0,0,1,0.0
1956,Arias-Nunez,Financial Institution,Financial Services,Medium,UK,0,0,0,0,1,0.0
1957,"Nguyen, Benson and Anderson",NGO,Defense/Arms,High,IN,0,0,0,0,1,0.0
1958,"Kelley, Anderson and Cross",Corporate,Crypto Exchange,High,CN,0,0,0,0,0,0.0
1959,Ray Group,Corporate,Retail,Low,KP,0,0,1,1,0,1.0
1960,"Johnson, Blair and Munoz",NGO,Energy/Oil,High,AU,0,0,0,0,1,0.0
1961,Rogers PLC,Financial Institution,NGO/Charity,High,RU,0,0,0,1,0,0.0
1962,"Scott, Smith and Walker",Corporate,Defense/Arms,High,CH,0,0,0,0,1,0.5
1963,Beltran-Hodges,Individual,Retail,Low,US,0,0,0,0,0,0.0
1964,Davis Ltd,Individual,Crypto Exchange,High,FR,0,0,0,0,0,0.0
1965,Conley Group,Corporate,Energy/Oil,High,UK,0,0,0,0,1,0.0
1966,Stewart Group,Financial Institution,Consulting,Low,AU,0,0,0,0,0,0.0
1967,Williams Ltd,Corporate,NGO/Charity,High,CN,0,0,0,0,0,0.0
1968,Rodriguez-Smith,Financial Institution,Consulting,Low,FR,0,0,0,0,0,0.0
1969,Montoya-Hall,Individual,Consulting,Low,JP,0,0,0,0,0,0.0
1970,Cochran-Leblanc,Corporate,Consulting,Low,RU,0,0,0,1,0,0.5
1971,Pena-Ramos,Corporate,Financial Services,Medium,VE,0,0,0,1,1,0.0
1972,Jackson and Sons,Individual,Casino/Gambling,High,US,0,0,0,0,0,0.0
1973,Brewer and Sons,Individual,Crypto Exchange,High,CN,0,0,0,0,0,0.0
1974,"Evans, Knox and Hall",Financial Institution,Casino/Gambling,High,FR,0,0,0,0,0,0.0
1975,Jimenez Group,Corporate,Casino/Gambling,High,IN,0,0,0,0,0,0.5
1976,Johnson Inc,Individual,Energy/Oil,High,IN,0,0,0,0,1,0.0
1977,Byrd-Mcdonald,NGO,Energy/Oil,High,VE,0,0,0,1,1,0.0
1978,"Taylor, Reynolds and Yoder",NGO,Consulting,Low,CN,0,0,0,0,0,0.0
1979,Crawford and Sons,Financial Institution,Crypto Exchange,High,VE,0,0,0,1,0,0.0
1980,Vazquez-Schmidt,NGO,Financial Services,Medium,AU,0,0,0,0,1,0.0
1981,Greer-Clements,Individual,NGO/Charity,High,AF,0,0,0,0,0,0.0
1982,Perkins PLC,NGO,Import/Export,Medium,UK,0,0,0,0,0,0.0
1983,"Walters, Baker and Frank",Individual,Financial Services,Medium,SY,0,0,0,1,1,0.0
1984,Moore-Mcneil,Financial Institution,Casino/Gambling,High,CN,0,0,0,0,0,0.0
1985,Simon-Smith,NGO,Real Estate,Medium,FR,0,0,0,0,0,0.5
1986,White-Williams,Corporate,Energy/Oil,High,NL,0,0,0,0,1,1.0
1987,Powers Inc,Individual,Crypto Exchange,High,KP,0,0,1,1,0,0.0
1988,"Larson, Poole and Aguirre",Corporate,Retail,Low,CA,0,0,0,0,0,0.0
1989,Hughes and Sons,Corporate,Consulting,Low,NL,0,0,0,0,0,0.0
1990,Goodwin-Ruiz,Individual,Crypto Exchange,High,DE,0,0,0,0,0,0.0
1991,Roman PLC,Corporate,Financial Services,Medium,CA,1,0,0,0,1,0.0
1992,Yang PLC,Corporate,Casino/Gambling,High,AF,0,0,0,0,0,0.0
1993,Houston-Cross,NGO,Energy/Oil,High,VE,0,0,0,1,1,0.5
1994,Le PLC,NGO,Defense/Arms,High,SG,0,0,0,0,1,0.0
1995,Johnson Inc,Individual,NGO/Charity,High,CN,0,0,0,0,0,0.0
1996,Thomas-Proctor,NGO,Crypto Exchange,High,SY,0,0,0,1,0,0.0
1997,"Gibbs, Hardin and Torres",Corporate,Crypto Exchange,High,SY,0,0,0,1,0,0.0
1998,Bell LLC,Individual,Retail,Low,AF,0,0,0,0,0,0.0
1999,"Davis, Romero and Hancock",Individual,Crypto Exchange,High,JP,0,0,0,0,0,0.0
2000,Booth-Wilson,NGO,Import/Export,Medium,DE,0,0,0,0,0,1.0
